1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,All Diagnoses,fresh,35,31.4,28.6,34.5,38.5,0,17.1,18.2,2.5,20,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Endometriosis,fresh,5,40,20,20,20,0,0,7.692307692,2.6,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Diminished Ovarian Reserve,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Multiple Female Factors,fresh,9,44.44444444,44.44444444,57.14285714,57.14285714,0,22.22222222,27.77777778,2.6,25,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Ovulatory Dysfunction,fresh,3,0,0,0,0,0,33.33333333,0,2.5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Tubal Factor,fresh,3,66.66666667,66.66666667,66.66666667,100,0,0,75,2,50,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Female and Male Factors,fresh,9,22.22222222,22.22222222,25,33.33333333,0,11.11111111,13.33333333,2.5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Male Factor,fresh,6,16.66666667,16.66666667,25,25,0,33.33333333,9.090909091,2.8,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Other Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Unknown Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,<35,Uterine Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,All Diagnoses,fresh,12,25,25,30,30,0,16.66666667,17.9,2.8,0,33.33333333,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Endometriosis,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Diminished Ovarian Reserve,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Multiple Female Factors,fresh,4,25,25,25,25,0,0,27.27272727,2.8,0,100,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Ovulatory Dysfunction,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Tubal Factor,fresh,4,50,50,66.66666667,66.66666667,0,25,22.22222222,3,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Female and Male Factors,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Male Factor,fresh,3,0,0,0,0,0,33.33333333,0,2.5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Other Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Unknown Factor,fresh,1,0,0,0,0,0,0,0,3,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,35-37,Uterine Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,All Diagnoses,fresh,6,16.66666667,16.66666667,50,50,0,66.66666667,28.57142857,3.5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Endometriosis,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Diminished Ovarian Reserve,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Multiple Female Factors,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Ovulatory Dysfunction,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Tubal Factor,fresh,1,0,0,0,0,0,100,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Female and Male Factors,fresh,4,25,25,50,50,0,50,28.57142857,3.5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Male Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Other Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Unknown Factor,fresh,1,0,0,0,0,0,100,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,38-40,Uterine Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,All Diagnoses,fresh,4,0,0,0,0,0,25,0,4,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Endometriosis,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Diminished Ovarian Reserve,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Multiple Female Factors,fresh,2,0,0,0,0,0,50,0,5,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Ovulatory Dysfunction,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Tubal Factor,fresh,0,0,0,0,0,0,0,0,0,0,0,,,,,,
1001,AlabamaFertilitySpecialists,2700Highway280Suite370East,Birmingham,AL,35223,2010,41-42,Female and Male Factors,fresh,2,0,0,0,0,0,0,0,3.5,0,0,,,,,,
